Date	Time	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	Ambient Temp.	FC Low	Humidity Heater Temp.	BT Pressure	FC Heater Temp.	FC High	Blow tube Heater Temp.	Blow Tube Flow Temp.	FC Ambient Temp.	LS000188 FC	LS000190 FC	LS000193 FC	LS000190 AMB	LS000193 AMB	LS000188 AMB
5/10/2013	20:49:52.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.894047	29.916082	30.022621	29.960121	30.152029	30.401752
5/10/2013	20:50:12.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	113	1	115	15	114	113	53	53	0	112	1	114	6	111	113	53	52	0	114	1	113	7	112	113	53	53	0	114	1	114	7	113	113	53	29.876591	29.898626	29.998737	29.988586	30.148352	30.403585
5/10/2013	20:50:19.81	52	0	113	1	113	6	113	112	53	53	0	114	1	115	7	112	114	54	53	0	111	1	114	8	110	112	52	53	0	110	1	113	7	106	112	53	52	0	110	1	113	7	102	112	53	53	0	110	1	113	6	102	112	53	29.899555	29.911491	30.024454	30.013382	30.195181	30.437551
5/10/2013	20:50:21.50	52	19	107	79	113	6	108	111	53	53	19	108	85	115	7	98	113	54	53	19	109	79	114	7	105	112	52	52	19	106	78	113	6	98	112	52	52	19	103	73	112	7	90	111	53	53	24	103	65	113	6	91	112	53	29.896801	29.916082	30.022621	30.019806	30.192423	30.442141
5/10/2013	20:50:23.21	52	19	101	79	113	6	101	111	53	53	19	101	85	115	7	87	112	54	53	19	103	79	114	7	93	111	52	52	20	100	78	113	6	89	112	52	52	18	97	73	112	7	81	110	53	53	24	97	65	113	7	83	112	53	29.894962	29.927103	30.028128	30.032661	30.209867	30.444895
5/10/2013	20:50:24.89	52	19	94	78	112	6	97	110	53	53	19	95	85	115	7	79	111	54	53	19	97	79	114	7	84	111	52	52	19	94	77	113	6	82	111	52	52	18	91	74	112	7	74	110	53	53	24	91	64	113	7	77	112	53	29.903229	29.909657	30.013435	30.027155	30.214458	30.447647
5/10/2013	20:50:26.58	52	19	88	78	112	6	92	109	53	53	18	89	85	115	7	74	109	54	53	18	92	79	114	7	78	109	52	52	19	88	78	113	6	77	111	52	52	18	85	74	112	7	69	109	53	53	24	86	64	113	7	72	111	53	29.870159	29.892199	30.008837	30.036339	30.220886	30.482529
5/10/2013	20:50:28.26	52	20	82	78	112	6	88	107	53	53	18	84	85	115	7	70	107	54	53	19	87	79	114	7	73	109	52	52	19	83	78	113	6	73	110	52	52	18	80	73	112	7	66	108	53	53	24	81	64	113	7	69	110	53	29.876591	29.905056	30.008837	30.047359	30.245672	30.493540
5/10/2013	20:50:29.93	52	18	77	78	112	6	84	106	53	53	17	79	86	115	7	67	105	54	53	17	82	79	114	7	70	108	52	52	19	79	78	113	6	70	109	52	52	18	75	74	112	6	63	107	53	53	25	77	65	113	7	66	110	53	29.875679	29.925266	30.016190	30.061129	30.244755	30.512815
5/10/2013	20:50:31.62	52	19	72	78	112	6	80	104	53	53	18	74	85	115	7	65	105	54	53	17	77	79	114	7	67	106	52	52	20	75	78	113	6	67	108	52	52	17	71	73	112	6	60	106	53	53	25	73	64	113	7	64	109	53	29.894962	29.913328	30.022621	30.087755	30.279636	30.528418
5/10/2013	20:50:33.32	52	20	68	78	112	6	77	104	53	53	18	70	85	115	7	62	103	54	53	17	73	79	114	7	64	103	52	52	19	71	78	113	6	65	107	52	52	19	67	74	112	7	58	103	53	53	24	69	64	113	7	61	108	53	29.900475	29.927103	30.028128	30.105206	30.305342	30.554117
5/10/2013	20:50:35.00	52	19	64	78	112	6	74	102	53	53	18	67	85	115	7	60	101	54	52	18	70	80	114	7	62	102	52	52	20	67	77	113	7	63	106	52	52	17	64	73	112	6	56	104	53	53	24	65	64	113	6	59	107	53	29.894047	29.918840	30.018948	30.134584	30.324619	30.591743
5/10/2013	20:50:36.72	52	20	62	78	112	6	71	103	53	53	18	63	86	115	7	59	99	54	52	18	66	80	114	7	60	100	52	52	19	64	78	113	6	60	105	52	52	18	62	74	112	6	57	101	53	53	23	62	65	113	6	58	106	53	29.898636	29.917002	30.028128	30.155699	30.349407	30.617437
5/10/2013	20:50:38.42	52	20	62	79	112	6	69	100	53	53	18	62	85	115	7	57	98	54	52	17	63	79	114	7	58	100	52	52	20	63	77	113	6	59	103	52	52	19	63	74	112	7	57	99	53	53	24	63	65	113	7	57	105	53	29.905062	29.920675	30.039148	30.187834	30.376944	30.647728
5/10/2013	20:50:40.14	52	18	64	78	112	6	66	96	52	53	18	63	86	115	7	57	97	54	52	19	62	79	114	7	56	99	52	52	20	64	78	113	6	57	101	52	52	18	63	73	112	7	57	100	53	52	24	64	65	113	7	57	105	53	29.886700	29.920675	30.018948	30.210785	30.414577	30.677090
5/10/2013	20:50:41.82	52	20	63	78	112	6	64	96	52	53	18	63	86	115	7	56	97	54	52	18	63	80	114	7	57	98	52	52	19	63	78	113	6	57	102	52	52	17	63	73	112	6	56	98	53	52	24	63	65	113	6	57	104	53	29.896801	29.915167	30.021700	30.253014	30.454960	30.705540
5/10/2013	20:50:43.50	51	19	63	78	112	6	62	93	52	53	17	63	86	115	7	57	95	54	52	17	63	80	114	7	57	94	52	52	20	64	78	113	6	57	101	52	52	18	64	73	112	7	56	94	53	52	24	64	65	113	6	56	102	53	29.880270	29.911491	30.018948	30.278719	30.471485	30.748669
5/10/2013	20:50:45.19	52	19	63	78	112	6	62	91	52	53	19	63	86	115	7	60	92	54	52	18	63	80	114	7	61	92	52	52	20	63	78	113	6	56	101	52	52	19	63	73	112	7	59	93	52	52	24	63	64	113	7	56	101	53	29.893127	29.907818	30.028128	30.315441	30.527472	30.782619
5/10/2013	20:50:46.86	51	20	63	79	112	6	63	90	52	53	18	63	86	115	7	65	89	54	52	17	63	80	114	7	66	91	52	52	18	64	78	113	6	56	98	52	51	19	63	74	112	7	62	94	52	52	23	64	64	113	6	57	101	53	29.877516	29.903229	30.019863	30.351238	30.553165	30.827579
5/10/2013	20:50:48.53	51	19	63	78	112	6	64	90	52	52	18	64	86	115	7	69	88	53	52	18	63	81	114	7	70	90	52	52	19	63	78	113	6	56	97	52	51	18	63	73	112	6	65	93	52	52	25	63	65	113	7	57	100	52	29.888535	29.910574	30.017113	30.377861	30.594467	30.844093
5/10/2013	20:50:50.21	51	20	63	78	112	6	65	88	52	52	17	63	86	115	7	72	85	53	52	17	63	81	114	7	72	90	52	51	20	63	78	113	6	57	97	52	51	18	63	73	112	6	69	92	52	52	25	64	64	113	7	57	100	52	29.892208	29.903229	30.012516	30.426512	30.622000	30.893639
5/10/2013	20:50:51.89	51	19	64	79	112	6	66	87	52	52	19	63	86	115	7	74	86	53	52	17	63	80	114	7	74	88	52	51	19	63	78	113	6	57	95	52	51	17	63	73	112	6	71	91	52	52	24	63	65	113	7	57	99	52	29.882103	29.910574	30.018024	30.447615	30.655949	30.922991
5/10/2013	20:50:53.57	51	20	63	79	112	6	66	87	52	52	18	63	86	115	7	76	85	53	52	18	64	81	114	7	75	87	52	51	19	63	78	113	6	57	96	52	51	18	63	74	112	7	73	91	52	52	24	64	65	113	6	56	97	52	29.891289	29.917002	30.019863	30.479742	30.687147	30.961525
5/10/2013	20:50:55.26	51	19	64	78	112	6	67	87	52	52	18	63	86	115	7	77	84	53	52	17	63	81	114	7	76	85	52	51	19	63	78	113	6	56	95	52	51	19	63	73	112	7	74	89	52	52	23	63	64	113	6	56	95	52	29.884861	29.909657	30.018024	30.537565	30.745882	31.012905
5/10/2013	20:50:56.96	51	19	63	79	112	6	68	85	52	52	18	63	86	115	7	78	83	53	51	18	64	81	114	7	77	87	52	51	19	63	78	113	6	58	94	52	51	18	63	73	112	7	75	89	52	52	25	64	65	113	7	57	96	52	29.886700	29.915167	30.018024	30.590796	30.783504	31.072531
5/10/2013	20:50:58.63	51	19	63	79	112	6	69	84	52	52	18	63	86	115	7	78	83	53	51	18	63	81	114	7	78	87	52	51	19	63	78	113	6	60	93	52	51	19	64	74	112	7	76	91	52	52	24	63	65	113	7	56	95	52	29.879353	29.916082	30.011602	30.622000	30.833054	31.111059
5/10/2013	20:51:00.32	51	20	63	78	112	6	69	84	52	52	18	64	86	115	7	79	83	53	51	17	64	81	114	7	78	86	52	51	19	63	78	113	6	63	93	52	51	17	63	73	112	6	76	89	52	51	24	64	65	113	7	56	95	52	29.891289	29.917917	30.018019	30.667883	30.886267	31.147749
5/10/2013	20:51:02.01	51	20	63	78	112	6	70	88	52	52	18	63	86	115	7	79	83	53	51	18	63	82	114	7	79	85	52	51	18	63	78	113	6	64	92	52	51	18	64	73	112	6	77	88	52	51	24	63	64	113	7	58	93	52	29.885771	29.905056	30.014347	30.720190	30.912874	31.197283
5/10/2013	20:51:03.69	51	19	63	79	112	6	71	86	52	52	17	63	86	115	7	80	82	53	51	18	64	81	114	7	79	85	51	51	20	63	78	113	6	65	92	51	51	19	63	73	112	7	78	88	52	51	24	63	65	113	7	61	93	52	29.896801	29.936287	30.034559	30.771576	30.947739	31.231218
5/10/2013	20:51:05.38	50	19	63	78	112	6	71	84	52	52	19	63	86	115	7	80	82	53	51	17	63	81	114	7	80	85	51	51	20	63	78	113	6	66	92	51	50	18	63	73	112	7	78	87	52	51	24	63	64	113	7	63	92	52	29.916096	29.949156	30.043749	30.798183	31.005529	31.276159
5/10/2013	20:51:07.08	50	20	64	79	112	6	72	83	52	51	18	63	86	115	7	81	82	53	51	18	64	81	114	7	80	84	51	50	19	63	78	113	6	67	91	51	50	18	63	73	112	7	79	88	52	51	25	63	65	113	7	65	92	52	29.905983	29.939960	30.033638	30.849567	31.034885	31.322016
5/10/2013	20:51:08.78	50	19	63	79	112	6	73	85	52	51	18	63	86	115	7	81	82	53	51	18	63	81	114	7	80	85	51	50	20	64	79	113	6	68	91	51	50	19	63	73	112	7	79	88	52	51	25	63	64	113	7	66	92	52	29.919758	29.931692	30.040068	30.904619	31.088095	31.383461
5/10/2013	20:51:10.46	50	20	63	79	112	6	73	83	52	51	18	63	86	115	7	82	82	53	51	17	64	82	114	7	81	85	51	50	20	63	79	113	6	68	91	51	50	17	63	74	112	6	79	88	52	51	24	63	65	113	6	67	92	52	29.908735	29.928024	30.042820	30.950489	31.147715	31.413725
5/10/2013	20:51:12.15	50	19	63	79	112	6	74	82	52	51	18	63	86	115	7	82	83	53	51	18	63	82	114	7	81	85	51	50	19	64	78	113	6	69	90	51	50	18	63	73	112	7	80	88	52	51	23	63	65	113	6	68	92	52	29.909657	29.950981	30.042820	30.995445	31.217424	31.476994
5/10/2013	20:51:13.83	50	19	63	79	112	6	75	84	52	51	18	63	86	115	7	82	82	53	51	18	64	82	114	7	82	85	51	50	20	63	79	113	6	70	91	51	50	18	64	73	112	6	80	88	52	51	23	63	64	113	6	69	92	52	29.913328	29.935368	30.043739	31.040388	31.232096	31.516420
5/10/2013	20:51:15.56	50	19	63	79	112	6	75	85	51	51	18	63	87	115	7	83	81	53	50	18	63	82	114	7	82	85	51	50	19	64	78	113	6	70	90	51	50	18	63	73	112	6	81	87	52	51	24	63	64	113	7	69	91	52	29.922516	29.939960	30.040068	31.066980	31.273361	31.547588
5/10/2013	20:51:17.25	50	18	63	79	112	6	76	85	51	51	18	63	86	115	7	83	80	53	50	18	63	82	114	7	83	84	51	50	19	63	79	113	6	71	89	51	50	18	64	73	112	7	81	87	51	50	25	63	65	113	7	70	90	52	29.912411	29.944553	30.041903	31.133944	31.328388	31.589764
5/10/2013	20:51:18.93	50	19	64	79	112	6	77	85	51	51	18	64	86	115	7	84	80	53	50	19	63	82	114	8	83	84	51	50	19	64	79	113	6	71	90	51	50	17	63	73	112	6	81	86	51	50	24	63	65	113	6	71	90	52	29.926184	29.935368	30.040987	31.197243	31.382500	31.667704
5/10/2013	20:51:20.64	50	20	63	79	112	6	77	84	51	51	18	63	86	115	7	84	80	53	50	17	63	82	114	7	83	84	51	50	20	63	79	113	6	72	90	51	49	17	63	74	112	6	82	87	51	50	24	63	64	113	7	71	90	51	29.931705	29.949156	30.063030	31.259617	31.462290	31.741968
5/10/2013	20:51:22.34	49	17	64	79	112	6	78	85	51	51	18	63	86	115	7	84	80	53	50	17	63	82	114	7	84	83	51	50	19	63	79	113	6	72	89	51	49	18	63	73	112	7	82	86	51	50	24	63	64	113	7	72	90	51	29.955587	29.983137	30.074974	31.304554	31.502636	31.780470
5/10/2013	20:51:24.02	49	19	63	79	112	6	78	84	51	50	18	63	86	115	7	85	80	52	50	18	63	82	114	7	84	83	51	49	20	63	79	113	6	73	90	51	49	18	63	73	112	7	83	86	51	50	24	63	64	113	7	72	90	51	29.950991	29.957420	30.068541	31.364166	31.541149	31.840055
5/10/2013	20:51:25.72	49	18	63	79	112	6	79	85	51	50	17	63	86	115	7	85	81	52	50	18	63	82	114	7	84	84	51	49	19	63	79	113	6	73	88	51	49	18	63	73	112	7	83	88	51	50	24	63	64	113	6	73	90	51	29.936287	29.951899	30.053839	31.421024	31.605328	31.893219
5/10/2013	20:51:27.43	49	19	63	79	112	6	79	83	51	50	19	63	86	115	7	85	81	52	50	16	64	82	114	7	85	84	51	49	19	63	79	113	6	74	89	51	49	18	63	73	112	6	83	88	51	50	23	63	65	113	6	74	90	51	29.948227	29.949144	30.048328	31.458624	31.656673	31.928049
5/10/2013	20:51:29.12	49	18	63	79	112	6	80	83	51	50	18	63	86	115	7	86	81	52	50	17	63	83	114	7	85	84	51	49	19	63	79	113	6	74	88	51	49	18	64	73	112	7	84	86	51	50	23	63	64	113	6	74	90	51	29.937206	29.956488	30.051085	31.519140	31.696091	31.993126
5/10/2013	20:51:30.79	49	20	63	79	112	6	80	86	51	50	18	63	86	115	7	86	82	52	50	17	64	83	114	7	85	84	51	49	20	63	79	113	6	75	89	50	49	18	63	73	112	6	84	86	51	50	23	63	64	113	6	75	89	51	29.948227	29.963839	30.054760	31.572325	31.745600	32.030704
5/10/2013	20:51:32.49	49	19	63	79	112	6	81	85	51	50	17	63	86	115	7	86	82	52	49	18	63	83	114	7	86	84	51	49	20	63	79	113	6	75	89	50	49	18	64	73	112	6	84	87	51	50	25	63	64	113	7	75	89	51	29.950062	29.972101	30.063938	31.601664	31.815266	32.083858
5/10/2013	20:51:34.16	49	19	63	79	112	6	81	87	51	50	17	64	86	115	7	87	81	52	49	18	64	83	114	7	86	84	50	49	19	64	79	113	6	76	89	50	49	18	63	73	112	6	85	87	51	49	23	63	64	113	6	76	90	51	29.988647	30.006088	30.097927	31.684175	31.866600	32.139759
5/10/2013	20:51:35.85	49	19	63	79	112	6	82	85	51	50	18	63	86	115	7	87	82	52	49	18	63	83	114	7	86	84	50	49	19	63	79	113	6	76	90	50	49	18	63	73	112	7	85	87	51	49	23	63	64	113	6	76	90	51	29.985893	30.000582	30.106194	31.739183	31.893181	32.190155
5/10/2013	20:51:37.55	48	20	63	79	112	6	82	85	51	50	18	64	87	115	7	87	81	52	49	17	64	83	114	7	87	84	50	49	19	64	79	113	6	77	89	50	49	18	63	73	112	7	85	88	51	49	23	63	64	113	6	77	89	51	29.972113	29.995987	30.083237	31.774019	31.960096	32.235977
5/10/2013	20:51:39.25	48	19	63	79	112	6	83	86	51	50	18	63	86	114	7	88	82	52	49	18	63	83	114	7	87	83	50	49	19	63	79	113	6	77	90	50	48	19	63	73	112	7	86	88	51	49	24	63	65	113	7	77	90	51	29.963839	29.975777	30.064857	31.833605	32.017834	32.292786
5/10/2013	20:51:40.92	48	20	64	79	112	6	83	86	51	49	17	64	86	115	7	88	82	52	49	18	64	83	114	7	87	84	50	48	19	63	79	113	6	78	89	50	48	18	63	73	112	7	86	88	51	49	24	63	65	113	7	78	90	51	29.964754	29.973015	30.072203	31.899601	32.051743	32.356926
5/10/2013	20:51:42.66	48	19	63	79	112	6	83	86	50	49	17	63	86	115	7	88	83	52	49	18	63	83	114	7	88	84	50	48	19	63	79	113	6	78	89	50	48	20	63	73	112	7	86	87	51	49	25	63	64	113	7	78	90	51	29.995070	29.986805	30.083237	31.957350	32.132393	32.417397
5/10/2013	20:51:44.36	48	19	64	80	112	6	84	86	50	49	18	63	86	115	7	88	84	52	49	18	64	83	114	7	88	84	50	48	20	63	79	113	6	79	89	50	48	17	63	73	112	6	86	87	50	49	24	63	65	113	7	79	89	51	29.992313	30.009760	30.099758	32.014172	32.186459	32.461372
5/10/2013	20:51:46.14	48	20	63	79	112	6	84	86	50	49	18	63	86	115	7	89	83	52	49	18	63	83	114	7	88	84	50	48	19	63	79	113	6	79	89	50	48	18	63	73	112	7	87	87	50	49	24	63	65	113	7	79	89	50	29.973015	29.976690	30.087812	32.075577	32.241444	32.509918
5/10/2013	20:51:47.87	48	19	64	79	112	6	85	87	50	49	17	63	86	115	7	89	82	52	49	17	64	84	114	7	88	84	50	48	19	63	79	113	6	79	90	50	48	18	64	73	112	7	87	87	50	49	24	63	64	113	6	80	89	50	29.989548	29.993221	30.083223	32.107647	32.268925	32.547478
5/10/2013	20:51:49.55	48	19	63	79	112	6	85	87	50	49	17	64	86	114	7	89	83	51	49	18	63	83	114	7	89	85	50	48	20	64	80	113	6	80	90	50	48	18	63	73	112	7	87	87	50	49	25	63	64	113	7	80	90	50	30.000566	29.996893	30.098831	32.145218	32.320232	32.602440
5/10/2013	20:51:51.23	48	19	64	79	112	6	85	88	50	49	17	63	87	114	7	90	82	51	48	18	64	84	114	7	89	83	50	48	19	63	79	113	6	80	89	50	48	19	64	73	112	7	88	87	50	48	24	64	64	113	7	80	89	50	29.997812	30.006077	30.099749	32.210281	32.373375	32.644573
5/10/2013	20:51:52.95	48	19	63	79	112	6	86	86	50	49	18	64	86	114	7	90	83	51	48	18	63	83	114	7	89	86	50	48	20	64	79	113	6	81	88	50	48	18	63	73	112	7	88	89	50	48	24	63	65	113	7	81	90	50	29.996893	29.993221	30.101585	32.246933	32.400856	32.700443
5/10/2013	20:51:54.63	48	19	64	79	112	6	86	87	50	49	18	63	87	114	7	90	84	51	48	17	64	83	114	7	89	85	50	48	20	63	79	113	6	81	89	50	48	19	64	73	112	7	88	88	50	48	23	64	64	113	6	81	90	50	30.022614	30.033632	30.126385	32.302822	32.469570	32.754482
5/10/2013	20:51:56.31	48	19	63	79	112	6	86	87	50	49	18	64	87	114	7	90	83	51	48	19	63	84	114	7	90	86	50	48	19	63	79	113	6	81	90	50	47	18	63	73	112	6	88	88	50	48	24	63	65	113	7	82	90	50	30.052923	30.041903	30.145674	32.354137	32.525452	32.777378
5/10/2013	20:51:58.00	47	19	64	79	112	6	87	88	50	48	18	63	87	114	7	91	83	51	48	17	64	84	114	7	90	84	50	48	20	63	80	113	6	82	90	49	47	18	64	73	112	6	88	88	50	48	25	64	64	113	7	82	90	50	30.061182	30.063019	30.145674	32.399025	32.553852	32.835999
5/10/2013	20:51:59.69	47	19	63	79	112	6	87	87	50	48	18	63	87	114	7	91	82	51	48	18	63	84	114	7	90	84	50	47	20	63	79	113	6	82	90	49	47	18	63	73	112	6	89	88	50	48	24	63	64	113	7	82	91	50	30.068529	30.060266	30.156691	32.451241	32.593231	32.898270
5/10/2013	20:52:01.40	47	20	63	79	112	6	87	87	50	48	18	63	86	114	7	91	84	51	48	17	64	84	114	7	90	84	49	47	20	64	79	113	6	82	90	49	47	18	64	73	112	7	89	87	50	48	24	64	65	113	7	83	90	50	30.028112	30.031784	30.126375	32.486065	32.666515	32.929405
5/10/2013	20:52:03.10	47	19	63	79	112	6	87	88	50	48	18	63	87	114	7	91	84	51	48	17	63	84	114	7	90	85	49	47	19	63	79	113	6	83	89	49	47	19	63	73	112	7	89	89	50	48	24	63	65	113	6	83	91	50	30.060261	30.063017	30.155766	32.532780	32.700401	32.982513
5/10/2013	20:52:04.78	47	19	63	80	112	6	88	89	50	48	18	63	87	114	7	91	83	51	48	18	63	84	114	7	91	85	49	47	19	64	79	113	6	83	90	49	47	19	63	73	112	7	89	88	50	48	23	64	64	113	6	83	91	50	30.077707	30.074034	30.149342	32.602398	32.745285	33.031956
5/10/2013	20:52:06.46	47	20	63	80	112	6	88	89	50	48	17	63	87	114	7	92	84	51	48	18	63	84	114	7	91	85	49	47	19	63	80	113	6	83	90	49	47	18	63	73	112	7	90	89	50	48	24	63	65	113	6	84	91	50	30.072197	30.067608	30.172295	32.628963	32.786491	33.062168
5/10/2013	20:52:08.13	47	19	63	80	112	6	88	89	49	48	18	63	87	114	7	92	84	51	48	18	63	84	114	7	91	85	49	47	19	63	80	113	6	84	91	49	47	18	63	73	112	7	90	89	50	48	24	64	65	113	6	84	91	50	30.089645	30.086889	30.163113	32.683922	32.827713	33.123520
5/10/2013	20:52:09.83	47	19	63	79	112	6	89	89	49	48	18	63	87	114	7	92	84	51	48	17	63	84	113	7	91	86	49	47	19	63	80	113	6	84	91	49	47	20	63	73	112	7	90	88	50	47	24	63	65	113	7	84	91	50	30.085041	30.061167	30.157595	32.740707	32.883572	33.174786
5/10/2013	20:52:11.55	47	19	63	79	112	6	89	88	49	48	19	64	87	114	7	92	85	51	47	17	63	84	114	7	91	86	49	47	19	63	80	113	6	84	91	49	47	19	63	73	112	7	90	89	50	47	24	64	65	113	7	85	91	50	30.097895	30.074942	30.175034	32.788330	32.942173	33.211403
5/10/2013	20:52:13.25	47	19	63	79	112	6	89	87	49	48	18	63	87	114	7	92	86	51	47	17	63	85	114	7	92	86	49	47	20	63	80	113	6	85	89	49	47	19	63	73	112	7	90	89	49	47	24	63	65	113	6	85	92	49	30.130053	30.118113	30.200760	32.833210	33.002617	33.278236
5/10/2013	20:52:14.95	47	19	63	79	112	6	89	87	49	48	17	64	87	114	7	92	85	50	47	17	64	85	113	7	92	86	49	47	19	63	80	113	6	85	91	49	47	18	63	73	112	7	90	88	49	47	24	63	64	113	7	85	91	49	30.138313	30.114441	30.211777	32.895485	33.027336	33.318516
5/10/2013	20:52:16.62	46	20	63	79	112	6	90	88	49	47	18	63	87	114	7	93	85	50	47	17	63	85	113	7	92	86	49	47	20	64	79	113	6	85	91	49	46	18	64	73	112	7	91	90	49	47	24	63	65	113	7	86	90	49	30.147497	30.131887	30.216368	32.920204	33.091427	33.370686
5/10/2013	20:52:18.31	46	19	63	80	112	6	90	89	49	47	18	64	87	114	7	93	85	50	47	17	63	84	113	7	92	86	49	46	19	63	80	113	6	85	91	49	46	18	63	73	112	7	91	89	49	47	24	63	65	113	7	86	91	49	30.136471	30.119026	30.209934	32.977890	33.135376	33.399063
5/10/2013	20:52:20.00	46	19	63	79	112	6	90	89	49	47	18	63	87	114	7	93	86	50	47	18	63	85	113	7	92	86	49	46	19	64	80	113	6	86	91	49	46	18	64	73	112	6	91	89	49	47	24	63	65	113	7	86	92	49	30.128197	30.109835	30.193398	33.023674	33.172909	33.450321
5/10/2013	20:52:21.68	46	19	63	79	112	6	90	89	49	47	18	64	87	114	7	93	85	50	47	17	63	85	113	7	92	85	49	46	20	63	80	113	6	86	91	49	46	18	63	73	112	7	91	89	49	47	25	63	65	113	7	86	92	49	30.151148	30.108000	30.213598	33.084110	33.229671	33.506149
5/10/2013	20:52:23.36	46	19	63	79	112	6	90	88	49	47	18	63	87	114	7	93	85	50	47	17	63	85	113	7	93	86	49	46	18	63	80	113	6	86	91	48	46	19	64	73	112	7	91	90	49	47	24	63	65	113	7	87	92	49	30.148397	30.126360	30.215433	33.122562	33.263542	33.545506
5/10/2013	20:52:25.05	46	20	63	80	112	6	91	88	49	47	18	63	87	114	7	94	85	50	47	17	63	85	113	7	93	86	49	46	19	63	80	113	6	86	92	48	46	17	63	73	112	6	91	89	49	47	24	63	65	113	7	87	91	49	30.156656	30.127279	30.220938	33.159176	33.309311	33.590343
5/10/2013	20:52:26.73	46	19	63	80	112	6	91	88	49	47	18	63	87	114	7	94	85	50	47	17	63	85	113	7	93	85	49	46	19	63	80	113	6	87	92	48	46	18	64	73	112	7	92	90	49	47	23	63	65	113	6	87	91	49	30.162167	30.130953	30.227367	33.218685	33.357822	33.648914
5/10/2013	20:52:28.41	46	19	63	80	112	6	91	89	49	47	18	63	87	114	7	94	85	50	47	17	63	84	113	7	93	86	49	46	19	64	79	113	6	87	92	48	46	18	63	73	112	7	92	90	49	46	24	63	65	113	6	88	92	49	30.186968	30.159424	30.251245	33.250736	33.410915	33.691013
5/10/2013	20:52:30.11	46	19	63	79	112	6	91	88	49	47	17	63	87	114	7	94	86	50	47	17	63	85	113	7	93	87	49	46	19	63	80	113	6	87	92	48	46	18	63	73	112	7	92	90	49	46	23	63	64	113	6	88	93	49	30.190639	30.177786	30.242985	33.334961	33.468586	33.755074
5/10/2013	20:52:31.80	46	19	63	80	112	6	91	87	49	47	19	63	87	114	7	94	86	50	46	18	63	85	113	7	93	86	48	46	19	64	80	113	6	87	92	48	46	17	63	73	112	6	92	90	49	46	24	63	64	113	7	88	92	49	30.195219	30.165838	30.248484	33.377060	33.505203	33.799908
5/10/2013	20:52:33.48	46	19	64	80	112	6	92	88	49	47	18	63	87	114	7	94	86	50	46	17	63	85	113	7	93	87	48	46	18	63	80	113	6	87	92	48	46	18	63	73	112	7	92	90	49	46	24	64	65	113	6	88	92	49	30.208069	30.172266	30.264088	33.438404	33.593990	33.868542
5/10/2013	20:52:35.21	46	21	63	79	112	7	92	88	49	47	19	63	87	114	7	94	86	50	46	17	63	85	113	7	94	87	48	46	19	63	80	113	6	88	92	48	46	19	63	73	112	7	92	91	49	46	24	63	65	113	6	88	93	49	30.212658	30.183283	30.256741	33.476841	33.629669	33.902390
5/10/2013	20:52:36.90	45	19	64	79	112	6	92	89	48	47	18	64	87	114	7	94	86	50	46	18	64	85	113	7	94	87	48	46	19	63	80	113	6	88	92	48	45	18	63	73	112	7	92	91	49	46	23	64	65	113	6	89	93	49	30.228270	30.194300	30.268679	33.512524	33.654369	33.933483
5/10/2013	20:52:38.60	45	19	63	79	112	6	92	88	48	46	18	63	87	114	7	95	87	50	46	18	63	85	113	7	94	89	48	45	18	63	80	113	6	88	92	48	45	17	63	73	112	6	93	91	49	46	24	63	65	113	7	89	93	48	30.231022	30.189711	30.270514	33.529896	33.678150	33.947193
5/10/2013	20:52:40.31	45	19	64	80	112	6	92	89	48	46	17	64	87	114	7	95	87	50	46	18	64	85	113	7	94	87	48	45	19	63	80	113	6	88	91	48	45	18	63	73	112	6	93	91	48	46	24	64	65	113	7	89	93	48	30.250315	30.210835	30.293476	33.583912	33.734890	34.014904
5/10/2013	20:52:41.99	45	20	63	80	112	6	92	89	48	46	19	63	87	114	7	95	86	50	46	18	63	85	113	7	94	87	48	45	19	63	80	113	6	88	92	48	45	18	64	73	112	7	93	91	48	46	24	63	65	113	6	89	94	48	30.275105	30.234713	30.325611	33.635155	33.766914	34.063381
